society,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,facing,agePossession,BHK,Location,Total Floors,Servant_Room,Study_Room,Pooja_Room,Store_Room,Carpet_Area,Built_Up_Area,Super_BuiltUp_Area,piped_gas,waste_disposal,shopping_centre,intercom,power_backup,central_ac,wifi,garden,community,staff,water_storage,visitor_parking,lift,vaastu,security,swimming,gym,luxury_score,Hospital,Mall,Mandir/Church,ATM,Bank,School,College,Metro Station,Airport,Hotel,AC,Wardrobe,Microwave,Fridge,Stove,Curtains,Water Purifier,TV,Modular Kitchen,Geyser,Dining Table,Washing Machine,Exhaust Fan,Chimney,Light,Sofa,Fan,Bed,furnishing_type,area
CHD Avenue ,79.0,6594.0,2.0,2.0,2.0,8.0,South-East,Relatively New,2, Sector 71 Gurgaon,14.0,0,0,0,0,,,1198.0,,,,,,,,,,,,,,,,,,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0119805884137094
"Gokuldham Society, Bahadurgarh",50.0,5555.0,2.0,2.0,2.0,2.0,,Moderately Old,2, Sector-7 Housing Board,2.0,0,0,0,1,750.0,,900.0,,,,,,,,,,,,,,,,,,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.009000900090009
Silverglades The Melia,101.0,7000.0,2.0,2.0,3.0,12.0,,Under Construction,2, Sohna,12.0,0,1,0,0,950.0,,1450.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,34,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0144285714285714
Sare Crescent Parc Royal Greens Phase ,95.0,5007.0,4.0,5.0,3.0,4.0,,Moderately Old,4, Sector 92 Gurgaon,14.0,1,0,0,0,,,1897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189734371879368
Umang Winter Hills,99.0,7857.0,2.0,2.0,2.0,1.0,North,Relatively New,2, Sector 77 Gurgaon,18.0,0,0,0,0,1000.0,,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,29,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126002290950744
Ramprastha Skyz,110.0,6376.0,3.0,3.0,3.0,7.0,East,Under Construction,3, Sector 37D Gurgaon,19.0,0,0,0,0,,,1725.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172521957340025
S Aradhya Homes,190.0,8863.0,4.0,4.0,3.0,3.0,,New Property,4, Sector 67A Gurgaon,4.0,0,0,0,0,,,2200.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.0214374365339049
ILD Greens,100.0,4320.0,3.0,3.0,3.0,5.0,North,Under Construction,3, Sector 37C Gurgaon,20.0,0,0,0,0,,,1875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,23,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231481481481481
BPTP Freedom Park Life,250.0,11111.0,3.0,3.0,3.0,9.0,,Moderately Old,3, Sector 57 Gurgaon,15.0,0,0,0,0,,,2250.0,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02250022500225
Godrej Habitat,110.0,10410.0,2.0,2.0,2.0,14.0,,Under Construction,2, Sector 3 Gurgaon,17.0,0,0,0,0,,,1056.58,,,,,,,,,,,,,,,,,,0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010566762728146
Ramsons Kshitij,29.0,5178.0,2.0,2.0,2.0,14.0,,Relatively New,2, Sector 95 Gurgaon,14.0,0,0,0,0,,,560.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0056006179992275
Sidhartha NCR One,55.0,5556.0,2.0,2.0,3.0,15.0,North-East,Undefined,2, Sector 95 Gurgaon,20.0,0,0,0,0,950.0,990.0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0098992080633549
Raheja Sampada,65.0,4744.0,3.0,2.0,3.0,6.0,North-East,Relatively New,3, Sector 92 Gurgaon,14.0,0,0,0,0,,,1370.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137015177065767
Signature The Serenas,50.0,9406.0,2.0,2.0,2.0,6.0,,New Property,2, Sohna,14.0,0,0,0,0,531.57,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,20,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005315755900489
Pareena Laxmi Apartments,31.75,5521.0,2.0,2.0,1.0,2.0,,New Property,2, Sector 99A Gurgaon,12.0,0,0,0,0,570.17,,575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,16,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0057507697880818
Satya The Hermitage,93.0,6404.0,2.0,3.0,3.0,3.0,East,Relatively New,2, Sector 103 Gurgaon,11.0,1,0,0,0,1452.0,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,53,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,4,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,2,0.014522173641474
Smart World Gems,120.0,8432.0,3.0,3.0,2.0,2.0,North-East,New Property,3, Sector 89 Gurgaon,4.0,0,0,0,0,1423.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142314990512333
GLS Arawali Homes,30.0,4687.0,2.0,2.0,2.0,4.0,,Relatively New,2, Sohna,13.0,0,0,0,0,640.0,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0064006827394922
Signature Global Park,56.0,6812.0,2.0,2.0,3.0,3.0,South,New Property,2, Sohna,4.0,0,0,0,0,822.0,,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008220786846741
Bestech Park View City ,270.0,12505.0,3.0,4.0,3.0,6.0,,Moderately Old,3, Sector 49 Gurgaon,14.0,0,0,0,0,,,2159.0,,,,,,,,,,,,,,,,,,0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215913634546181
Shree Vardhman Flora,100.0,5128.0,3.0,4.0,3.0,8.0,North-East,New Property,3, Sector 90 Gurgaon,13.0,1,0,0,0,,,1950.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195007800312012
AFNHB Jalvayu Vihar,145.0,11153.0,3.0,2.0,2.0,2.0,North,Old Property,3, Sector 30 Gurgaon,4.0,0,0,0,0,1090.0,1300.0,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,4,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0.0130009862817179
MM Soulitude,125.0,8784.0,3.0,3.0,0.0,4.0,,Undefined,3, Sector 89 Gurgaon,4.0,0,0,0,0,1190.0,1423.0,,,,,,,,,,,,,,,,,,,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142304189435336
Pyramid Elite,46.0,79.0,2.0,2.0,1.0,0.0,,Under Construction,2, Sector 86 Gurgaon,14.0,0,0,0,0,58141.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5822784810126582
Emaar MGF Palm Terraces,450.0,10599.0,5.0,5.0,3.0,11.0,,New Property,5, Sector 66 Gurgaon,11.0,1,0,0,0,,,3670.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,43,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.0424568355505236
Anamika Enclave,64.0,6500.0,2.0,2.0,1.0,1.0,,New Property,2, Sector 15 Part 1,3.0,0,0,0,0,,,1000.0,,,,,,,,,,,,,,,,,,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0098461538461538
HCBS Sports Ville,28.0,3768.0,2.0,2.0,1.0,11.0,East,Relatively New,2, Sohna,13.0,0,0,0,0,643.0,743.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0074309978768577
Puri The Aravallis,387.0,17200.0,3.0,4.0,3.0,21.0,East,Under Construction,3, Sector 61 Gurgaon,41.0,1,0,0,0,1249.65,,2250.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,37,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225
Brisk Lumbini Terrace Homes,138.0,6338.0,3.0,3.0,1.0,4.0,,Moderately Old,3, Sector 109 Gurgaon,13.0,0,0,0,0,2177.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,20,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217734301041337
HUDA Ashok Vihar Phase ,43.0,6615.0,2.0,2.0,1.0,2.0,,Relatively New,2, Laxman Vihar,5.0,0,0,0,0,650.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0065003779289493
My Home,28.5,3166.0,2.0,1.0,1.0,2.0,,Relatively New,2, New Palam Vihar,3.0,0,0,0,0,900.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.009001895135818
Signature Global City,110.0,9838.0,2.0,2.0,2.0,4.0,South,Undefined,2, Sector 37D Gurgaon,4.0,0,0,0,0,1118.0,,,,,,,,,,,,,,,,,,,,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111811343769058
MM Heights,200.0,13957.0,2.0,2.0,2.0,32.0,,Undefined,2, Sector 65 Gurgaon,32.0,0,0,0,0,1000.0,1433.0,,,,,,,,,,,,,,,,,,,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143297270187002
Signature Global Park,90.0,8035.0,3.0,2.0,2.0,2.0,South,Under Construction,3, Sohna,4.0,0,0,0,0,,,1120.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,56,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112009956440572
Signature Global Park,90.0,8036.0,3.0,2.0,0.0,2.0,,Under Construction,3, Sohna,2.0,0,0,0,0,,1120.0,,,,,,,,,,,,,,,,,,,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111996017919362
Godrej Nature Plus,175.0,8768.0,3.0,3.0,0.0,2.0,,Undefined,3, Sector-33 Sohna,2.0,0,0,0,0,,1996.0,,,,,,,,,,,,,,,,,,,0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199589416058394
Supertech Hues,93.0,8611.0,2.0,2.0,2.0,11.0,,Undefined,2, Sector 68 Gurgaon,11.0,0,0,0,0,1080.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108001393566368
DLF New Town Heights ,180.0,6600.0,4.0,4.0,3.0,23.0,,Moderately Old,4, Sector 90 Gurgaon,26.0,0,0,0,0,,,2727.0,,,,,,,,,,,,,,,,,,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272727272727272
Central Park Flower Valley Aqua Front Towers,210.0,11738.0,3.0,3.0,2.0,6.0,,Under Construction,3, Sector-33 Sohna,12.0,0,0,0,0,,,1789.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,9,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178906116885329
Ambience Creacions,200.0,14492.0,2.0,2.0,2.0,9.0,East,Relatively New,2, Sector 22 Gurgaon,20.0,0,0,0,0,1380.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0138007176373171
Signature Global City A,200.0,12800.0,3.0,3.0,2.0,1.0,North,Under Construction,3, Sector 63A Gurgaon,4.0,0,0,0,0,,1540.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,15,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.015625
Godrej Oasis,129.0,7800.0,3.0,3.0,3.0,5.0,,New Property,3, Sector 88A Gurgaon,15.0,0,1,0,0,1628.0,,1629.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,24,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165384615384615
MM Skycity,285.0,15590.0,3.0,3.0,3.0,43.0,South,Under Construction,3, Sector 65 Gurgaon,47.0,0,0,0,0,,,1828.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0182809493264913
Supertech Araville,110.0,5641.0,3.0,3.0,3.0,1.0,,Relatively New,3, Sector 79 Gurgaon,1.0,0,0,0,0,1950.0,,,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0.0195000886367665
Smart World Orchard,165.0,13750.0,2.0,2.0,2.0,1.0,,Under Construction,2, Sector 61 Gurgaon,4.0,0,1,0,0,1200.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,9,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012
HCBS Sports Ville,24.0,7407.0,1.0,1.0,2.0,1.0,North,New Property,1, Sohna,13.0,0,0,0,0,324.0,,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032401782098015
Emaar Palm Premier,210.0,10500.0,3.0,4.0,3.0,11.0,,New Property,3, Sector 77 Gurgaon,12.0,1,0,0,0,1500.0,1600.0,2000.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,45,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0.02
Godrej Nature Plus,190.0,9849.0,3.0,3.0,3.0,14.0,,New Property,3, Sector-33 Sohna,24.0,1,0,0,0,1929.0,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,45,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192912986089958
Godrej Aria,110.0,11482.0,2.0,2.0,3.0,9.0,,New Property,2, Sector 79 Gurgaon,30.0,0,0,0,0,,,89.0,,,,,,,,,,,,,,,,,,0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0095802125065319
Ramsons Kshitij,31.5,4500.0,2.0,2.0,1.0,8.0,,Relatively New,2, Sector 95 Gurgaon,14.0,0,0,0,0,443.32,,700.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0.007
Conscient One,170.0,17617.0,1.0,1.0,2.0,9.0,,Undefined,1, Sector 109 Gurgaon,9.0,0,0,0,0,628.0,965.0,,,,,,,,,,,,,,,,,,,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009649770108418
Pareena Laxmi Apartments,32.0,6106.0,2.0,2.0,2.0,2.0,,New Property,2, Sector 99A Gurgaon,12.0,0,0,0,0,424.8,,524.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,23,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0052407468064199
Pyramid Elite,45.0,7739.0,2.0,2.0,1.0,4.0,,Under Construction,2, Sector 86 Gurgaon,14.0,0,0,0,0,581.41,,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,38,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0058147047422147
Raheja Revanta,120.0,10018.0,1.0,2.0,2.0,32.0,,Under Construction,1, Sector 78 Gurgaon,55.0,0,0,0,0,505.0,,1197.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,16,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119784388101417
MM Skycity,210.0,16030.0,2.0,2.0,2.0,43.0,,New Property,2, Sector 65 Gurgaon,47.0,0,0,0,0,,,1310.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,53,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131004366812227
Signature The Roselia,45.0,7.0,2.0,2.0,2.0,2.0,South-West,New Property,2, Sector 95A Gurgaon,19.0,0,0,0,0,569243.0,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,36,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.428571428571429
Not Applicable,42.0,5600.0,2.0,2.0,1.0,3.0,,Relatively New,2, Laxman Vihar,4.0,0,0,0,0,750.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,13,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2,4,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0.0075
Godrej Nature Plus,155.0,9955.0,3.0,2.0,3.0,8.0,East,New Property,3, Sector-33 Sohna,22.0,0,0,0,0,1557.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,21,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155700652938222
Ramprastha City,130.0,9027.0,3.0,3.0,2.0,3.0,,Under Construction,3, Dwarka Expressway Gurgaon,4.0,0,0,0,0,,,1440.0,,,,,,,,,,,,,,,,,,0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144012407222776
Smartworld DXP,275.0,10589.0,4.0,4.0,3.0,20.0,East,Under Construction,4, Sector 113 Gurgaon,32.0,1,1,1,0,2597.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,28,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0.0259703465860798
Ansal Housing Highland Park,125.0,6443.0,3.0,3.0,3.0,2.0,North-East,New Property,3, Sector 103 Gurgaon,17.0,0,0,1,0,1056.0,,1940.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,52,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194009002017693
Czar Mahira Homes A,42.0,7407.0,3.0,2.0,2.0,0.0,,Undefined,3, Sector 63A Gurgaon,28.0,0,0,0,0,567.0,,,,,,,,,,,,,,,,,,,,0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0056703118671526
Breez Global Heights,40.0,6420.0,2.0,2.0,1.0,4.0,North-East,New Property,2, Sohna,10.0,0,0,0,0,599.0,,623.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0062305295950155
